compliance_check,audit_schedule,last_audit_days_ago,days_to_next_audit,compliance_status,last_audit_findings,open_findings,finding_closure_rate_pct,regulatory_authority,risk_level,estimated_remediation_days,gxp_impact_area,transformation_dependency
Master Data Governance & Accuracy,Quarterly,200,22,Due Soon,0,2,-700.0,EMA,High,3,Data Integrity,Process Automation
Master Data Governance & Accuracy,Annual,73,79,Compliant,3,0,100.0,EMA,Low,0,Process,Data Governance
Master Data Governance & Accuracy,Monthly,293,21,Due Soon,1,0,100.0,PMDA,High,0,Quality,Data Governance
Master Data Governance & Accuracy,Monthly,6,22,Due Soon,3,0,100.0,Multiple,High,0,All,Process Automation
Master Data Governance & Accuracy,Quarterly,250,24,Due Soon,1,0,100.0,PMDA,High,0,Process,eBR Implementation
Master Data Governance & Accuracy,Monthly,357,1,Due Soon,9,6,73.6,Multiple,High,14,Quality,System Upgrade
Master Data Governance & Accuracy,Annual,59,326,Compliant,12,0,100.0,FDA,Low,0,Quality,Process Automation
Master Data Governance & Accuracy,Annual,275,93,Compliant,14,0,100.0,PMDA,Low,0,Quality,Data Governance
Master Data Governance & Accuracy,Monthly,275,9,Due Soon,1,0,100.0,PMDA,High,0,Data Integrity,None
Master Data Governance & Accuracy,Quarterly,62,13,Due Soon,9,1,95.6,Multiple,High,9,Quality,eBR Implementation
Master Data Governance & Accuracy,Continuous,103,7,Due Soon,17,1,97.7,EMA,High,10,Process,eBR Implementation
Master Data Governance & Accuracy,Monthly,56,15,Due Soon,0,2,-700.0,FDA,High,35,Quality,eBR Implementation
Master Data Governance & Accuracy,Monthly,43,5,Due Soon,9,0,100.0,FDA,High,0,Quality,Process Automation
Master Data Governance & Accuracy,Continuous,225,5,Due Soon,0,0,100.0,EMA,High,0,All,None
Master Data Governance & Accuracy,Annual,258,339,Compliant,1,0,100.0,EMA,Low,0,Quality,Data Governance
Master Data Governance & Accuracy,Annual,8,291,Compliant,2,2,61.9,EMA,Low,27,Data Integrity,Data Governance
Master Data Governance & Accuracy,Semi-Annual,237,89,Compliant,0,0,100.0,EMA,Low,0,Manufacturing,Process Automation
Master Data Governance & Accuracy,Monthly,150,4,Due Soon,0,0,100.0,FDA,High,0,Quality,System Upgrade
Master Data Governance & Accuracy,Semi-Annual,337,85,Compliant,1,0,100.0,Multiple,Low,0,Manufacturing,Process Automation
Master Data Governance & Accuracy,Annual,309,125,Compliant,9,0,100.0,PMDA,Low,0,Process,System Upgrade
Master Data Governance & Accuracy,Semi-Annual,163,140,Compliant,2,2,61.9,FDA,Low,12,Manufacturing,eBR Implementation
Master Data Governance & Accuracy,Monthly,274,16,Due Soon,2,2,61.9,FDA,High,9,Process,System Upgrade
Master Data Governance & Accuracy,Quarterly,20,47,Scheduled,6,0,100.0,EMA,Medium,0,Manufacturing,System Upgrade
Master Data Governance & Accuracy,Annual,2,195,Compliant,0,2,-700.0,FDA,Low,4,All,None
Master Data Governance & Accuracy,Annual,322,114,Compliant,3,2,74.2,FDA,Low,3,Process,None
Master Data Governance & Accuracy,Annual,333,10,Due Soon,2,3,42.9,Multiple,High,21,Process,Process Automation
Master Data Governance & Accuracy,Quarterly,316,87,Compliant,4,2,80.5,Multiple,Low,22,All,System Upgrade
Master Data Governance & Accuracy,Monthly,129,19,Due Soon,3,0,100.0,PMDA,High,0,All,Process Automation
Master Data Governance & Accuracy,Semi-Annual,275,116,Compliant,0,0,100.0,PMDA,Low,0,Quality,System Upgrade
Master Data Governance & Accuracy,Quarterly,90,81,Compliant,0,0,100.0,Multiple,Low,0,Data Integrity,System Upgrade
Master Data Governance & Accuracy,Quarterly,222,2,Due Soon,8,1,95.1,PMDA,High,19,Quality,eBR Implementation
Master Data Governance & Accuracy,Monthly,364,13,Due Soon,3,0,100.0,EMA,High,0,All,System Upgrade
Master Data Governance & Accuracy,Quarterly,208,26,Due Soon,0,4,-1500.0,Multiple,High,0,All,Process Automation
Master Data Governance & Accuracy,Monthly,199,14,Due Soon,2,0,100.0,Multiple,High,0,Data Integrity,Data Governance
Master Data Governance & Accuracy,Quarterly,205,85,Compliant,1,0,100.0,EMA,Low,0,Process,System Upgrade
Master Data Governance & Accuracy,Semi-Annual,365,55,Scheduled,2,3,42.9,EMA,Medium,10,Process,System Upgrade
Master Data Governance & Accuracy,Continuous,238,5,Due Soon,3,3,61.3,Multiple,High,13,Data Integrity,Data Governance
Master Data Governance & Accuracy,Semi-Annual,73,100,Compliant,6,0,100.0,Multiple,Low,0,Manufacturing,None
Electronic Records Management & Archival,Monthly,320,9,Due Soon,6,1,93.4,Multiple,High,1,Manufacturing,System Upgrade
Electronic Records Management & Archival,Semi-Annual,283,86,Compliant,0,0,100.0,EMA,Low,0,All,None
Electronic Records Management & Archival,Monthly,227,5,Due Soon,1,2,27.3,FDA,High,13,Quality,Process Automation
Electronic Records Management & Archival,Continuous,140,2,Due Soon,9,1,95.6,EMA,High,13,All,None
Electronic Records Management & Archival,Semi-Annual,211,38,Scheduled,0,1,-300.0,PMDA,Medium,12,All,System Upgrade
Electronic Records Management & Archival,Semi-Annual,162,124,Compliant,5,1,92.2,FDA,Low,10,Manufacturing,eBR Implementation
Electronic Records Management & Archival,Annual,5,10,Due Soon,0,2,-700.0,FDA,High,18,Data Integrity,eBR Implementation
Electronic Records Management & Archival,Quarterly,104,45,Scheduled,2,0,100.0,EMA,Medium,0,Quality,Data Governance
Electronic Records Management & Archival,Annual,320,185,Compliant,1,0,100.0,PMDA,Low,0,Process,Process Automation
Electronic Records Management & Archival,Monthly,361,10,Due Soon,3,0,100.0,EMA,High,0,Data Integrity,Data Governance
Electronic Records Management & Archival,Annual,82,287,Compliant,5,0,100.0,EMA,Low,0,Quality,Process Automation
Electronic Records Management & Archival,Annual,317,272,Compliant,0,2,-700.0,Multiple,Low,10,Quality,None
Electronic Records Management & Archival,Continuous,359,7,Due Soon,4,0,100.0,PMDA,High,0,Quality,eBR Implementation
Electronic Records Management & Archival,Semi-Annual,50,113,Compliant,0,0,100.0,FDA,Low,0,Quality,Process Automation
Electronic Records Management & Archival,Monthly,245,12,Due Soon,0,2,-700.0,EMA,High,3,Manufacturing,None
Electronic Records Management & Archival,Quarterly,300,56,Scheduled,18,2,95.6,EMA,Medium,9,All,eBR Implementation
Electronic Records Management & Archival,Monthly,344,30,Scheduled,12,0,100.0,PMDA,Medium,0,Data Integrity,eBR Implementation
Electronic Records Management & Archival,Quarterly,91,8,Due Soon,0,2,-700.0,EMA,High,3,Process,Data Governance
Electronic Records Management & Archival,Monthly,77,29,Due Soon,9,6,73.6,FDA,High,26,Quality,Data Governance
Electronic Records Management & Archival,Quarterly,182,10,Due Soon,8,1,95.1,Multiple,High,11,Manufacturing,None
Electronic Records Management & Archival,Continuous,87,6,Due Soon,0,2,-700.0,PMDA,High,2,Data Integrity,System Upgrade
Electronic Records Management & Archival,Continuous,267,4,Due Soon,5,4,68.6,FDA,High,2,All,Data Governance
Electronic Records Management & Archival,Semi-Annual,333,13,Due Soon,0,0,100.0,EMA,High,0,Data Integrity,Data Governance
Electronic Records Management & Archival,Monthly,173,13,Due Soon,4,2,80.5,FDA,High,11,Data Integrity,Process Automation
Electronic Records Management & Archival,Annual,283,170,Compliant,5,0,100.0,FDA,Low,0,Quality,None
Electronic Records Management & Archival,Annual,10,293,Compliant,3,1,87.1,PMDA,Low,1,All,System Upgrade
Electronic Records Management & Archival,Monthly,199,12,Due Soon,1,2,27.3,FDA,High,35,Data Integrity,Process Automation
Electronic Records Management & Archival,Quarterly,263,46,Scheduled,3,3,61.3,Multiple,Medium,1,All,Data Governance
Electronic Records Management & Archival,Semi-Annual,134,88,Compliant,11,0,100.0,EMA,Low,0,All,Data Governance
Electronic Records Management & Archival,Quarterly,231,10,Due Soon,2,0,100.0,FDA,High,0,Data Integrity,None
Electronic Records Management & Archival,Annual,66,11,Due Soon,5,0,100.0,FDA,High,0,Quality,eBR Implementation
Electronic Records Management & Archival,Semi-Annual,34,95,Compliant,0,0,100.0,EMA,Low,0,Process,System Upgrade
Electronic Records Management & Archival,Annual,5,38,Scheduled,0,0,100.0,FDA,Medium,0,Data Integrity,None
Electronic Records Management & Archival,Annual,299,79,Compliant,3,0,100.0,Multiple,Low,0,Data Integrity,eBR Implementation
Electronic Records Management & Archival,Continuous,29,1,Due Soon,0,0,100.0,EMA,High,0,Quality,eBR Implementation
Electronic Records Management & Archival,Semi-Annual,47,23,Due Soon,0,1,-300.0,FDA,High,11,All,System Upgrade
Electronic Records Management & Archival,Semi-Annual,41,12,Due Soon,1,0,100.0,Multiple,High,0,Data Integrity,None
Electronic Records Management & Archival,Semi-Annual,102,121,Compliant,3,1,87.1,Multiple,Low,4,Process,System Upgrade
Electronic Records Management & Archival,Monthly,347,9,Due Soon,1,0,100.0,FDA,High,0,All,System Upgrade
Electronic Records Management & Archival,Continuous,41,0,Due Soon,0,0,100.0,EMA,High,0,Quality,Data Governance
Electronic Records Management & Archival,Semi-Annual,295,138,Compliant,0,0,100.0,EMA,Low,0,Manufacturing,eBR Implementation
Electronic Records Management & Archival,Semi-Annual,165,47,Scheduled,2,4,23.8,EMA,Medium,9,Quality,Process Automation
Electronic Records Management & Archival,Continuous,308,4,Due Soon,2,0,100.0,Multiple,High,0,Process,Data Governance
Electronic Records Management & Archival,Semi-Annual,129,109,Compliant,0,0,100.0,PMDA,Low,0,Quality,None
Electronic Records Management & Archival,Annual,350,335,Compliant,2,1,81.0,PMDA,Low,17,Data Integrity,System Upgrade
Electronic Records Management & Archival,Annual,33,31,Scheduled,0,0,100.0,Multiple,Medium,0,Data Integrity,eBR Implementation
Electronic Records Management & Archival,Continuous,41,6,Due Soon,2,1,81.0,Multiple,High,2,Manufacturing,eBR Implementation
Electronic Records Management & Archival,Quarterly,186,75,Compliant,2,0,100.0,FDA,Low,0,Process,Data Governance
Electronic Records Management & Archival,Quarterly,184,57,Scheduled,3,0,100.0,Multiple,Medium,0,Data Integrity,Process Automation
Electronic Records Management & Archival,Quarterly,161,62,Compliant,2,2,61.9,EMA,Low,39,Quality,None
Electronic Records Management & Archival,Semi-Annual,354,10,Due Soon,7,1,94.4,PMDA,High,6,All,Process Automation
Electronic Records Management & Archival,Monthly,207,10,Due Soon,1,0,100.0,Multiple,High,0,All,Process Automation
Electronic Records Management & Archival,Semi-Annual,198,36,Scheduled,0,0,100.0,Multiple,Medium,0,Manufacturing,System Upgrade
Electronic Records Management & Archival,Quarterly,324,48,Scheduled,3,0,100.0,EMA,Medium,0,All,Data Governance
Electronic Records Management & Archival,Annual,339,222,Compliant,0,1,-300.0,EMA,Low,10,Quality,None
Electronic Records Management & Archival,Semi-Annual,49,55,Scheduled,3,1,87.1,FDA,Medium,1,All,Process Automation
Electronic Records Management & Archival,Semi-Annual,173,69,Compliant,0,2,-700.0,EMA,Low,2,Manufacturing,Process Automation
Electronic Records Management & Archival,Monthly,156,5,Due Soon,2,0,100.0,PMDA,High,0,Quality,System Upgrade
Electronic Records Management & Archival,Monthly,256,19,Due Soon,7,1,94.4,Multiple,High,8,All,System Upgrade
Electronic Records Management & Archival,Monthly,31,21,Due Soon,1,4,-45.5,PMDA,High,9,Manufacturing,eBR Implementation
Electronic Records Management & Archival,Quarterly,245,90,Compliant,0,1,-300.0,PMDA,Low,4,Quality,System Upgrade
Electronic Records Management & Archival,Continuous,111,7,Due Soon,0,0,100.0,Multiple,High,0,All,eBR Implementation
Electronic Records Management & Archival,Quarterly,82,80,Compliant,4,1,90.2,PMDA,Low,10,Data Integrity,None
Electronic Records Management & Archival,Monthly,63,19,Due Soon,3,1,87.1,EMA,High,4,Process,Data Governance
Electronic Records Management & Archival,Quarterly,353,47,Scheduled,1,0,100.0,EMA,Medium,0,Data Integrity,None
Electronic Records Management & Archival,Monthly,10,2,Due Soon,0,4,-1500.0,Multiple,High,18,Data Integrity,Process Automation
Electronic Records Management & Archival,Semi-Annual,168,53,Scheduled,0,0,100.0,EMA,Medium,0,Data Integrity,Process Automation
Electronic Records Management & Archival,Quarterly,175,71,Compliant,8,0,100.0,PMDA,Low,0,Quality,System Upgrade
Electronic Records Management & Archival,Quarterly,294,80,Compliant,2,0,100.0,EMA,Low,0,Process,None
Electronic Records Management & Archival,Semi-Annual,251,63,Compliant,2,3,42.9,Multiple,Low,21,Manufacturing,Data Governance
Electronic Records Management & Archival,Continuous,197,1,Due Soon,2,1,81.0,EMA,High,8,Process,Data Governance
Electronic Records Management & Archival,Annual,252,270,Compliant,0,0,100.0,Multiple,Low,0,Process,Data Governance
Electronic Records Management & Archival,Annual,200,230,Compliant,9,0,100.0,EMA,Low,0,Data Integrity,System Upgrade
Electronic Records Management & Archival,Quarterly,243,7,Due Soon,1,1,63.6,EMA,High,38,Quality,eBR Implementation
Electronic Records Management & Archival,Quarterly,318,45,Scheduled,3,1,87.1,Multiple,Medium,7,Process,System Upgrade
Electronic Records Management & Archival,Quarterly,249,40,Scheduled,3,1,87.1,PMDA,Medium,23,Process,None
Electronic Records Management & Archival,Semi-Annual,97,165,Compliant,2,0,100.0,FDA,Low,0,Data Integrity,eBR Implementation
Electronic Records Management & Archival,Semi-Annual,259,134,Compliant,4,2,80.5,PMDA,Low,1,Quality,Process Automation
Electronic Records Management & Archival,Monthly,6,22,Due Soon,0,4,-1500.0,PMDA,High,5,Data Integrity,System Upgrade
Electronic Records Management & Archival,Semi-Annual,13,75,Compliant,2,0,100.0,FDA,Low,0,All,eBR Implementation
Electronic Records Management & Archival,Quarterly,76,59,Scheduled,1,2,27.3,Multiple,Medium,6,All,None
Electronic Records Management & Archival,Semi-Annual,228,152,Compliant,1,0,100.0,PMDA,Low,0,Manufacturing,Data Governance
Electronic Records Management & Archival,Monthly,102,8,Due Soon,7,3,83.1,Multiple,High,15,Data Integrity,System Upgrade
Electronic Records Management & Archival,Continuous,166,2,Due Soon,3,1,87.1,FDA,High,22,Manufacturing,eBR Implementation
Electronic Records Management & Archival,Quarterly,245,70,Compliant,4,2,80.5,PMDA,Low,3,Quality,Data Governance
Electronic Records Management & Archival,Monthly,14,17,Due Soon,1,1,63.6,Multiple,High,4,Data Integrity,Process Automation
Electronic Records Management & Archival,Semi-Annual,314,83,Compliant,2,1,81.0,FDA,Low,5,Data Integrity,Data Governance
Electronic Records Management & Archival,Continuous,262,0,Due Soon,4,0,100.0,FDA,High,0,Quality,Process Automation
Electronic Records Management & Archival,Annual,72,34,Scheduled,3,0,100.0,EMA,Medium,0,Manufacturing,None
Electronic Records Management & Archival,Semi-Annual,48,60,Compliant,8,0,100.0,PMDA,Low,0,Data Integrity,Data Governance
Electronic Records Management & Archival,Annual,176,211,Compliant,4,1,90.2,FDA,Low,0,All,Process Automation
Electronic Records Management & Archival,Continuous,269,0,Due Soon,2,3,42.9,Multiple,High,1,All,System Upgrade
Electronic Records Management & Archival,Continuous,107,1,Due Soon,1,0,100.0,Multiple,High,0,Quality,eBR Implementation
Electronic Records Management & Archival,Quarterly,123,29,Due Soon,0,4,-1500.0,FDA,High,4,Process,eBR Implementation
Electronic Records Management & Archival,Annual,358,329,Compliant,3,0,100.0,EMA,Low,0,All,eBR Implementation
Electronic Records Management & Archival,Annual,120,112,Compliant,0,0,100.0,EMA,Low,0,Quality,None
Electronic Records Management & Archival,Quarterly,199,41,Scheduled,1,1,63.6,Multiple,Medium,0,Manufacturing,None
Electronic Records Management & Archival,Quarterly,13,63,Compliant,5,1,92.2,Multiple,Low,1,Process,eBR Implementation
Electronic Records Management & Archival,Annual,302,102,Compliant,0,0,100.0,FDA,Low,0,Quality,System Upgrade
Electronic Records Management & Archival,Continuous,4,7,Due Soon,0,1,-300.0,PMDA,High,19,Manufacturing,None
